REPORTING_PERIOD,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,AMH01 - People in contact with adult mental health services at the end of RP,AMH02 - People in contact with adult mental health services on CPA at the end of RP,AMH03 - People in contact with adult mental health services on CPA aged 18-69  at the end of RP,AMH04 - People in contact with adult mental health services on CPA at the end of RP with HoNOS recorded,AMH05 - People in contact with adult mental health services on CPA for 12 months at the end of RP,AMH06 - People in contact with adult mental health services on CPA for 12 months with review at the end of RP,"AMH09a - People subject to detention, adult acute MH care, at end of RP",AMH14 - People in contact with adult mental health services aged 18-69 on CPA at the end of RP in settled accommodation,AMH15 - % of people in contact with adult mental health services aged 18-69 on CPA at the end of the RP in settled accommodation,AMH17 - People in contact with adult mental health services aged 18-69 on CPA at the end of RP in employment,AMH18 - % of people in contact with adult mental health services aged 18-69 on CPA at the end of the RP in employment,AMH21 - Open ward stays in adult mental health services at the end of RP,AMH21a - Open Ward stays in adult acute mental health care at end of RP,AMH21b - Open Ward stays in specialised adult mental health services at end of RP,AMH22a - Open ward stays with distance to treatment >=50km in adult acute mental health care at end of RP,AMH22b - Open ward stays with distance to treatment >=50km in adult specialist mental health care at end of RP,AMH23 - Open referrals in adult mental health services at end of RP,"AMH48a - Ward stays ending, adult acute MH care, in RP","AMH59a - Open ward stays with distance to treatment 0-19km, adult acute MH care at end of RP","AMH59b - Open ward stays with distance to treatment 20-49km, adult acute MH care at end of RP","AMH59c - Open ward stays with distance to treatment 50-99km, adult acute MH care at end of RP","AMH59d - Open ward stays with distance to treatment 100km and over, adult acute MH care at end of RP",CYP01 - People in contact with children and young people mental health services at the end of RP,CYP21 - Open ward stays in children and young people mental health services at the end of RP,CYP23 - Open referrals in children and young people mental health services at end of RP,LDA01 - People in contact with LDA services at the end of RP,LDA08 - People in contact with LDA services subject to the MHA at the end of RP,LDA09 - People in contact with LDA services subject to detention at the end of RP,LDA10 - People in contact with LDA services subject to CTO or conditional discharge at the end of RP,LDA11 - People in contact with LDA services subject to a short term order at the end of RP,MH01 - People in contact with mental health services at the end of RP,MH01a - People in contact with mental health services aged 0 to 18 at the end of RP,MH01b - People in contact with mental health services aged 19 to 64 at the end of RP,MH01c - People in contact with mental health services aged 65 and over at the end of RP,MH08 - People in contact with mental health services subject to the MHA at the end of RP,"MH08a - People in contact with mental health services subject to the MHA at the end of RP, age 0-17",MH09 - People in contact with mental health services subject to detention at the end of RP,"MH09a - People in contact with mental health services subject to detention at the end of RP, aged 0-17","MH09b - People in contact with mental health services subject to detention at the end of RP, aged 18-64","MH09c - People in contact with mental health services subject to detention at the end of RP, aged 65 and over",MH10 - People in contact with mental health services subject to CTO or conditional discharge at the end of RP,"MH10a - People in contact with mental health services subject to CTO or conditional discharge at the end of RP, aged 0-17",MH11 - People in contact with mental health services subject to a short term order at the end of RP,MHS01 - People in contact with services at the end of RP,MHS02 - People on CPA  at the end of RP,MHS07 - People with an open hospital spell at the end of RP,"MHS07a - People with an open hospital spell at the end of RP, aged 0 to 18","MHS07b - People with an open hospital spell at the end of RP, aged 19 to 64","MHS07c - People with an open hospital spell at the end of RP, aged 65 and over",MHS08 - People subject to the MHA at the end of RP,"MHS08a - People subject to the MHA at the end of RP, aged 0-17",MHS09 - People subject to detention at the end of RP,MHS10 - People subject to CTO or conditional discharge at the end of RP,MHS11 - People subject to a short term order at the end of RP,"MHS11a - People subject to a short term order at the end of RP, aged 0-17",MHS13 - People in contact with services at the end of RP with accommodation status recorded,MHS16 - People in contact with services at the end of RP with employment status recorded,MHS19 - People with a crisis plan in place at the end of RP,MHS20 - People in contact with services at the end of RP  with a diagnosis recorded,MHS21 - Open ward stays at the end of RP,"MHS21a - Open ward stays at the end of RP, aged 0-18","MHS21b - Open ward stays at the end of RP, aged 19-64","MHS21c - Open ward stays at the end of RP, aged 65 and over","MHS22 - Open ward stays, distance >=50km at end of RP","MHS22a - Open ward stays, distance >=50km at end of RP, aged 0-18","MHS22b - Open ward stays, distance >=50km at end of RP, aged 19-64","MHS22c - Open ward stays, distance >=50km at end of RP, aged 65 and over",MHS23 - Open referrals at the end of RP,MHS23a - Open referrals to perinatal mental health team at the end of RP,MHS23b - Open referrals to crisis resolution service or home treatment team at the end of RP,MHS23c - Open referrals to memory services team at the end of RP,MHS24 - Bed days in RP,MHS25 - Bed days less leave in RP,MHS26 - Days of delayed discharge in RP,MHS27 - Admissions to hospital in RP,MHS28 - Discharges from hospital in RP,MHS29 - Contacts in RP,MHS29a - Contacts with perinatal mental health team in RP,MHS29b - Contacts with crisis resolution service or home treatment team in RP,MHS29c - Contacts with memory services team in RP,MHS30 - Attended contacts in RP,MHS30a - Attended contacts with perinatal MH team in Reporting Period,MHS30b - Attended contacts with crisis resolution service or home treatment team in Reporting Period,MHS30c - Attended contacts with memory services team in Reporting Period,MHS31 - AWOL episodes in RP,MHS32 - Referrals starting in RP,MHS33 - People assigned to a Mental Health Care Cluster at end of RP,MHS57 - Number of people discharged from the service in RP,MHS58 - Missed care contacts in RP,CCR70 - New Emergency Referrals to Crisis Care teams in RP,"CCR70a - New Emergency Referrals to Crisis Care teams in RP, Aged 18 and over",CCR71 - New Urgent Referrals to Crisis Care teams in RP,"CCR71a - New Urgent Referrals to Crisis Care teams in RP, Aged 18 and over",CCR72 - New Emergency Referrals to Crisis Care teams in RP with first face to face contact,"CCR72a - New Emergency Referrals to Crisis Care teams in RP, with first face to face contact, Aged 18 and over",CCR73 - New Urgent Referrals to Crisis Care teams in RP with first face to face contact,"CCR73a - New Urgent Referrals to Crisis Care teams in RP, with first face to face contact, Aged 18 and over"
Aug-18,Final,England,England,England,NONE,NONE,1005402,159209,133325,107831,99043,76088,5528,75528,56.6495406,10931,8.198762423,21366,9418,6055,467,838,1317205,10557,6253,1214,293,174,213702,901,238803,95934,1810,1628,140,23,1202906,284250,615596,301167,19783,457,14290,435,11621,2227,5176,18,234,1272996,170667,24055,1053,18513,4436,21459,461,15902,5223,240,4,425443,415448,174225,285427,24287,1050,18872,4300,2273,295,1807,168,1659053,11812,66254,113694,753869,728413,22174,10056,9992,2221826,14793,183646,74519,1627967,11641,152251,50619,341,287869,369317,225838,422913,6660,6417,13698,13313,4125,3960,7275,7077
Aug-18,Final,CCG - GP Practice or Residence,00C,NHS DARLINGTON CCG,NONE,NONE,2100,400,285,220,260,230,15,210,73,35,12,60,25,10,*,*,2355,35,15,5,*,*,760,5,790,430,*,*,*,*,2855,800,1095,955,65,*,45,*,40,10,20,*,*,3080,450,65,5,50,15,70,*,50,20,*,*,2320,2335,2440,2410,65,5,50,15,*,*,*,*,3540,*,30,*,2085,2040,30,40,40,9705,*,390,*,8450,*,390,*,*,980,1500,695,740,*,*,60,55,*,*,45,40
Aug-18,Final,CCG - GP Practice or Residence,00D,"NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG",NONE,NONE,5755,1200,965,635,715,640,20,805,84,95,10,70,30,5,*,*,6185,50,20,10,*,*,2555,10,2640,1255,20,20,*,*,8260,2660,2755,2845,70,5,50,5,30,15,20,*,*,9165,1340,95,10,60,25,90,5,65,20,*,*,6355,6470,5710,7095,95,10,65,25,10,*,5,*,9950,*,45,*,3140,2970,80,95,90,20880,5,1060,*,19395,5,1050,*,5,2240,4185,1765,1465,*,*,120,105,*,*,90,75
Aug-18,Final,CCG - GP Practice or Residence,00J,NHS NORTH DURHAM CCG,NONE,NONE,5045,1090,990,705,500,395,15,800,81,120,12,70,25,15,*,*,5425,50,20,5,*,*,1785,10,1845,1170,15,15,*,*,6805,1875,2600,2330,70,5,55,5,40,10,15,*,*,7680,1180,90,10,70,15,85,5,70,15,*,*,5115,5165,4860,5940,90,10,70,15,5,*,*,*,8410,*,15,*,3065,2980,15,55,65,17115,*,490,*,15915,*,475,*,*,1770,3475,1455,1180,10,10,80,65,10,10,65,55
Aug-18,Final,CCG - GP Practice or Residence,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,NONE,NONE,4225,885,685,525,425,50,10,490,72,60,9,40,15,10,*,*,4655,30,10,5,*,*,740,*,780,10,*,*,*,*,4935,910,3020,1000,45,*,25,*,20,5,20,*,*,4940,970,45,*,25,15,45,*,25,20,*,*,1645,1440,3135,940,45,*,25,15,*,*,*,*,5445,80,55,545,1325,1230,80,30,30,9365,160,400,295,7365,140,400,250,*,1560,205,1315,2000,40,40,20,20,35,35,15,15
Aug-18,Final,CCG - GP Practice or Residence,06N,NHS HERTS VALLEYS CCG,NONE,NONE,7480,1210,1080,1030,735,690,40,745,69,110,10,170,70,20,5,*,8150,85,55,5,5,*,1895,10,1975,660,35,25,*,5,9270,2615,4710,1940,160,5,95,5,70,20,45,*,15,9865,1330,245,15,165,65,190,5,120,50,20,*,4580,3465,745,3625,245,15,165,65,15,*,15,*,10795,180,115,1095,7505,7295,315,80,75,20080,235,1300,855,16870,225,1275,820,*,2450,4855,2100,3195,*,*,255,230,*,*,135,115
Aug-18,Final,CCG - GP Practice or Residence,06P,NHS LUTON CCG,NONE,NONE,2905,745,705,450,450,425,35,290,41,40,6,90,60,25,5,10,3275,75,45,5,*,*,475,5,495,355,*,*,*,*,3365,595,2210,560,95,*,65,*,50,10,35,*,*,3670,745,95,*,75,15,100,*,65,35,*,*,1380,1335,20,1980,95,*,75,15,20,*,15,*,4295,*,*,110,3220,3010,35,45,55,6940,15,320,65,5075,15,290,45,*,860,65,635,1825,*,*,10,10,*,*,10,10
Aug-18,Final,CCG - GP Practice or Residence,06Q,NHS MID ESSEX CCG,NONE,NONE,6135,1430,1210,995,985,790,25,75,6,35,3,115,40,20,*,*,7995,65,20,20,*,*,45,5,50,460,5,5,*,*,6160,1405,3005,1745,80,*,70,*,50,15,10,*,*,6585,1470,125,10,80,40,85,*,75,10,*,*,1385,990,3885,1680,125,10,75,40,5,*,5,*,8980,*,1215,805,3940,3865,220,60,60,8725,*,900,645,6775,*,785,500,*,1830,3790,1090,1845,5,5,380,380,*,*,115,115
Aug-18,Final,CCG - GP Practice or Residence,06T,NHS NORTH EAST ESSEX CCG,NONE,NONE,7295,1240,975,1035,695,625,30,150,15,30,3,120,55,10,10,*,9655,80,25,15,10,*,60,10,60,600,25,20,*,*,7335,1275,3560,2500,80,5,65,5,45,15,15,*,*,7875,1305,155,10,105,40,100,5,85,15,*,*,2240,1750,5240,890,155,10,105,40,30,*,25,*,11070,*,170,2625,4680,4480,435,85,85,12420,*,945,995,8795,*,905,785,*,2310,4900,1675,3530,*,*,210,210,*,*,55,55
Aug-18,Final,CCG - GP Practice or Residence,06V,NHS NORTH NORFOLK CCG,NONE,NONE,1965,240,215,160,130,30,5,135,63,15,6,40,15,5,*,*,2145,10,5,5,*,*,380,*,415,60,45,45,*,*,2330,400,1130,800,35,*,20,*,10,10,10,*,*,2340,275,90,5,65,20,80,*,65,10,*,*,540,875,1460,310,95,5,65,20,30,*,25,*,2580,35,20,485,2855,2765,210,20,15,4190,20,180,590,3030,15,165,295,*,965,155,785,1080,35,35,10,10,25,25,5,5
